id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
314,M,1.5,1.175,0.425,32.31843,14.061352,6.25106475,8.7599955,11.0
315,M,1.525,1.175,0.4125,29.540179,12.6722265,7.44174375,7.5126175,10.0
316,F,1.3125,1.0,0.3875,20.25571775,7.04485075,3.912231,6.6621325,14.0
317,F,1.375,1.0875,0.375,24.1821235,8.54737425,5.0745605,8.3631025,14.0
318,M,1.375,1.0875,0.3875,23.09066775,10.81533425,4.97533725,6.0951425,8.0
319,I,1.2875,0.9875,0.325,16.839603,7.3425205,3.96893,4.819415,8.0
320,I,0.8,0.6,0.2375,5.9817445,2.3530085,1.0489315,1.984465,7.0
321,F,1.2375,0.9625,0.3125,16.76872925,5.8116475,3.04757125,5.386405,10.0
322,M,1.375,1.0625,0.3375,19.901349,7.10154975,4.60679375,5.5281525,14.0
323,F,1.45,1.1625,0.4,28.44872325,12.2186345,5.57067675,9.922325,16.0
324,M,1.2875,0.9875,0.3125,18.71067,8.334753,4.40834725,4.9611625,11.0
325,F,1.5,1.175,0.375,27.0170735,12.0485375,5.3580555,8.6465975,9.0
326,F,1.5625,1.2125,0.4125,29.44095575,13.25339125,6.25106475,8.9300925,9.0
327,M,1.4,1.1,0.3375,26.52095725,10.375917,5.8683465,8.50485,14.0
328,M,1.475,1.15,0.325,26.46425825,12.96989625,6.19436575,7.93786,8.0
329,F,1.4375,1.0875,0.375,26.988724,10.9712565,6.30776375,7.5126175,9.0
330,I,0.875,0.6625,0.25,6.47786075,2.76407625,1.190679,1.7860185,6.0
331,M,0.925,0.6625,0.1875,6.13766675,2.721552,1.13398,1.757669,6.0
332,F,1.8375,1.425,0.625,72.291225,33.92017675,11.850091,13.891255,13.0
333,F,1.5,1.1625,0.3875,31.62386725,13.53688625,7.29999625,7.72523875,11.0
334,M,1.475,1.2125,0.375,29.69610125,13.79203175,5.3580555,7.654365,10.0
335,I,1.0,0.775,0.225,7.144074,3.515338,1.7293195,2.16873675,8.0
336,F,1.4,1.075,0.3375,23.7852305,9.6671795,4.57844425,6.9456275,10.0
337,F,1.7125,1.35,0.5,40.78075575,18.5689225,9.22776225,13.0691195,12.0
338,I,1.025,0.75,0.25,7.93786,3.1467945,1.51669825,2.494756,8.0
339,I,0.95,0.6875,0.2375,7.98038425,4.252425,1.43164975,2.4097075,6.0
340,I,0.6375,0.4625,0.1375,2.62232875,0.97805775,0.7087375,0.7087375,8.0
341,M,1.15,0.8625,0.3,12.34620725,5.273007,2.82077525,3.5436875,10.0
342,M,1.6125,1.25,0.4,35.81959325,14.44407025,8.7032965,9.4970825,12.0
343,M,0.875,0.65,0.2125,4.80524025,2.14038725,0.9355335,1.48834875,7.0
344,M,1.5625,1.25,0.4375,34.5013415,20.2131935,6.78970525,8.9300925,8.0
345,M,1.5625,1.1625,0.4125,29.937072,12.06271225,6.350288,8.50485,16.0
346,F,1.5625,1.2,0.4375,36.78347625,16.62698175,8.23552975,10.0640725,11.0
347,F,1.4625,1.1375,0.3125,26.20911275,11.4815475,6.22271525,8.50485,17.0
348,M,1.375,1.0375,0.3375,22.1409595,8.8733935,4.422522,7.257472,9.0
349,M,1.2125,0.9,0.325,14.13222575,4.6776675,2.5798045,5.386405,13.0
350,I,1.125,0.8875,0.3125,13.097469,5.74077375,2.67902775,4.252425,9.0
351,I,0.5625,0.4125,0.1125,1.54504775,0.29766975,0.4252425,0.4252425,7.0
352,M,1.5875,1.2375,0.4,28.8881405,12.3320325,7.200773,8.9300925,10.0
353,M,1.525,1.2,0.3625,32.2900805,15.77649675,5.9250455,8.221355,11.0
354,M,1.55,1.2125,0.4125,35.4652245,16.726205,7.47009325,8.9300925,9.0
355,M,1.2125,0.925,0.2875,15.49300175,7.087375,2.90582375,4.1673765,8.0
356,M,1.3125,1.0625,0.3625,21.58814425,10.81533425,4.989512,6.23689,8.0
357,M,1.45,1.125,0.325,20.87940675,9.1001895,4.55009475,7.087375,9.0
358,M,1.45,1.125,0.3875,25.684647,10.035723,5.9250455,8.50485,11.0
359,M,1.2375,0.9625,0.35,15.6205745,7.01650125,3.175144,4.819415,9.0
360,I,0.925,0.6875,0.25,7.9095105,3.55786225,1.48834875,2.551455,8.0
361,I,0.9375,0.6875,0.225,6.7755305,2.721552,1.31825175,2.26796,7.0
362,M,1.45,1.15,0.3875,30.277266,14.75591475,5.5281525,8.60407325,9.0
363,M,1.225,0.95,0.3625,18.01610725,6.78970525,3.86970675,5.2446575,14.0
364,M,1.375,1.025,0.3375,19.57532975,8.561549,5.216308,4.9611625,10.0
365,F,1.45,1.1375,0.375,28.81726675,15.0535845,5.79747275,7.087375,9.0
366,I,1.075,0.8125,0.275,10.33339275,4.989512,2.33883375,2.9766975,8.0
367,M,1.45,1.125,0.3875,31.9498865,15.1669825,6.25106475,7.93786,9.0
368,I,1.0625,0.7875,0.2375,9.19941275,3.685435,1.8427175,3.118445,7.0
369,F,1.725,1.35,0.4625,42.127357,14.92601175,10.90038275,15.025235,14.0
370,M,0.725,0.5,0.1875,3.30271675,1.54504775,0.75126175,0.9922325,6.0
371,M,1.4625,1.175,0.3625,27.499015,13.2959155,5.8683465,7.484268,9.0
372,M,1.3125,1.0375,0.3625,22.5378525,7.81028725,4.479221,8.71747125,19.0
373,F,1.4375,1.1125,0.375,25.9397925,11.3398,5.57067675,6.80388,10.0
374,I,1.2125,0.9375,0.2625,16.40018575,8.71747125,3.07592075,4.9611625,7.0
375,I,0.7,0.5125,0.2125,3.515338,1.54504775,0.793786,0.9922325,6.0
376,F,1.725,1.35,0.475,51.27007075,22.01338675,11.226402,14.3164975,13.0
377,F,1.8,1.3625,0.5,47.400364,20.97863,10.13494625,13.60776,15.0
378,I,1.175,0.9625,0.3125,15.94659375,6.25106475,3.52951275,4.819415,7.0
379,I,0.975,0.7,0.2375,7.95203475,2.721552,0.97805775,2.26796,6.0
380,I,1.55,1.1125,0.3625,24.50814275,11.35397475,4.32329875,7.37087,9.0
381,I,1.2125,0.9625,0.3125,16.40018575,7.9095105,3.6003865,4.9611625,8.0
382,I,1.0875,0.8625,0.2875,11.04213025,4.86193925,2.1262125,3.685435,8.0
383,I,1.125,0.9125,0.3625,13.05494475,4.46504625,3.3735905,4.1106775,11.0
384,F,1.5125,1.225,0.45,34.3879435,13.60776,7.824462,9.2135875,16.0
385,M,1.675,1.275,0.4125,36.4291075,17.78931125,7.767763,8.9300925,12.0
386,F,1.5125,1.125,0.4375,29.27085875,10.36174225,6.80388,8.9300925,15.0
387,F,1.1875,0.9125,0.25,14.75591475,5.2446575,3.27436725,5.386405,9.0
388,F,1.675,1.3625,0.4625,44.55123925,19.66037825,10.90038275,12.26115875,11.0
389,F,1.6875,1.375,0.55,51.49686675,22.792998,11.566596,15.7339725,12.0
390,F,1.7625,1.4,0.45,47.35783975,21.16290175,10.21999475,13.7495075,11.0
391,M,1.4875,1.175,0.4375,33.89182725,11.793392,7.38504475,10.3475675,16.0
392,F,1.3,0.9875,0.3,18.71067,8.0796075,3.52951275,5.386405,11.0
393,I,1.3125,0.9875,0.3,17.70426275,8.60407325,3.04757125,4.5642695,8.0
394,F,1.2625,0.95,0.3625,15.9607685,5.4147545,3.33106625,4.819415,8.0
395,M,1.1125,0.8,0.25,10.8011595,4.83358975,2.1262125,2.9766975,9.0
396,F,1.4875,1.1625,0.35,28.02348075,13.9763035,6.36446275,6.3786375,9.0
397,I,1.1875,0.875,0.3,13.04077,5.76912325,2.87747425,3.33106625,6.0
398,F,1.2625,1.025,0.2875,19.17843675,8.561549,4.4508715,5.2446575,9.0
399,F,1.625,1.2875,0.475,44.395317,19.54698025,9.3836845,11.453198,10.0
400,M,1.5125,1.2125,0.375,30.94347925,12.82814875,6.80388,8.9300925,12.0
401,M,1.025,0.775,0.2375,7.95203475,3.72795925,1.74349425,2.62232875,9.0
402,F,1.3125,1.0,0.3125,16.9246515,6.76135575,4.06815325,4.819415,9.0
403,M,1.4,1.125,0.45,26.308336,10.50348975,5.11708475,7.89533575,12.0
404,M,1.575,1.25,0.475,34.6147395,15.7906715,6.30776375,8.788345,11.0
405,M,1.15,0.9375,0.3125,13.4660125,5.23048275,3.01922175,4.762716,15.0
406,M,1.6,1.2375,0.4875,29.1716355,11.43902325,5.499803,9.17106325,16.0
407,I,1.1125,0.85,0.275,11.3398,4.819415,2.4664065,3.5436875,8.0
408,I,0.95,0.6875,0.25,7.6260155,3.1467945,1.4458245,2.16873675,8.0
409,M,1.2,0.9625,0.3125,15.06775925,7.04485075,2.99087225,4.53592,9.0
410,I,1.0375,0.7875,0.25,8.66077225,3.21766825,1.51669825,2.6932025,7.0
411,F,1.325,1.05,0.275,21.659018,9.808927,4.57844425,6.0951425,10.0
412,I,1.1,0.8625,0.3125,13.8062065,5.329706,2.608154,4.53592,8.0
413,F,1.5625,1.225,0.4625,38.68289275,15.06775925,7.200773,11.623295,10.0
414,M,1.4375,1.1875,0.4125,32.16250775,16.612807,7.200773,7.93786,10.0
415,F,1.4375,1.125,0.35,22.4244545,10.02154825,4.77689075,6.6054335,12.0
416,F,1.5875,1.2125,0.4,36.514156,16.96717575,7.41339425,10.0640725,10.0
417,M,1.3,1.075,0.375,22.1976585,9.82310175,4.4508715,6.23689,10.0
418,M,1.375,1.0375,0.3625,23.870279,8.731646,5.74077375,7.7961125,14.0
419,I,0.975,0.7375,0.225,8.32057825,3.6570855,1.74349425,2.4097075,6.0
420,M,1.6125,1.25,0.4125,37.52056325,17.179797,8.9300925,10.0640725,9.0
421,I,0.8125,0.6,0.1875,4.309124,1.8427175,1.03475675,1.2757275,6.0
422,M,1.575,1.2125,0.4125,34.31706975,15.705623,7.29999625,9.07184,11.0
423,I,0.9125,0.675,0.2125,6.463686,2.67902775,1.077281,1.984465,7.0
424,F,1.3625,1.05,0.4,21.6873675,8.66077225,5.1879585,7.087375,10.0
425,M,1.4375,1.1125,0.325,21.8007655,9.39785925,3.86970675,6.23689,9.0
426,M,0.875,0.6375,0.2,5.6415505,2.211261,1.31825175,1.70097,6.0
427,M,1.4625,1.075,0.35,20.921931,9.42620875,4.57844425,6.463686,10.0
428,M,1.5625,1.2125,0.4125,31.3828965,14.5999925,7.41339425,8.50485,10.0
429,M,1.45,1.1,0.4125,24.834162,9.31281075,5.99591925,7.654365,20.0
430,F,1.7125,1.35,0.5,50.8306535,23.71435675,11.49572225,15.025235,10.0
431,M,1.575,1.25,0.3875,41.0784255,19.391058,8.3631025,8.278054,11.0
432,F,1.525,1.25,0.45,33.40988575,13.53688625,8.80251975,11.056305,17.0
433,M,1.5125,1.1875,0.4125,35.0116325,14.50076925,6.64795775,9.922325,13.0
434,I,1.175,0.8875,0.3,12.43125575,5.68407475,2.82077525,3.9405805,8.0
435,M,1.075,0.825,0.2625,10.41844125,4.52174525,2.324659,3.40194,12.0
436,I,1.075,0.8375,0.225,10.375917,4.5075705,1.984465,2.9199985,8.0
437,M,1.6,1.3125,0.5,47.513762,18.5122235,11.226402,11.623295,16.0
438,M,0.7375,0.5875,0.1875,4.20990075,1.871067,0.94970825,1.2757275,7.0
439,I,1.3125,1.025,0.3625,18.75319425,8.15048125,4.32329875,5.6699,9.0
440,M,1.5625,1.2,0.45,36.4291075,16.37183625,8.83086925,9.56795625,11.0
441,M,1.4125,1.1125,0.375,23.17571625,10.432616,4.72019175,7.5126175,9.0
442,F,1.45,1.1125,0.4,22.6796,9.525432,5.8683465,6.3786375,10.0
443,I,0.9,0.6625,0.2,5.85417175,2.22543575,1.54504775,1.984465,6.0
444,I,1.075,0.85,0.2375,10.9145575,5.10291,2.551455,2.76407625,7.0
445,M,1.7625,1.375,0.4375,46.67745175,22.69377475,10.432616,9.355335,11.0
446,M,1.4125,1.125,0.3375,26.251637,11.72251825,5.23048275,7.7961125,16.0
447,M,1.3125,1.0,0.3125,22.32523125,10.3475675,4.5075705,4.9611625,9.0
448,I,0.9375,0.675,0.2125,5.556502,2.45223175,1.247378,1.984465,6.0
449,F,1.5625,1.2,0.4375,38.88133925,15.35125425,7.21494775,14.74174,14.0
450,F,1.4375,1.0375,0.3875,28.33532525,12.34620725,5.556502,8.9300925,19.0
451,M,1.8,1.4,0.5125,50.465075,24.70658925,9.08601475,12.03436275,10.0
452,I,1.075,0.85,0.2875,9.96484925,4.40834725,2.4664065,2.6932025,9.0
453,I,1.475,1.1875,0.3875,27.612413,10.149121,5.40057975,8.9300925,15.0
454,M,0.7375,0.5375,0.1875,3.4302895,1.14815475,0.83631025,1.13398,3.0
455,I,0.925,0.6625,0.25,6.2652395,2.36718325,1.77184375,1.984465,7.0
456,I,0.525,0.375,0.1,1.60174675,0.60951425,0.3685435,0.4252425,5.0
457,I,0.925,0.6875,0.2375,6.59125875,2.721552,1.6159215,2.1262125,7.0
458,F,1.4875,1.1625,0.3875,29.48348,13.664459,6.577084,8.1363065,9.0
459,I,1.5125,1.1375,0.3875,29.937072,12.94154675,6.123492,8.74582075,17.0
460,I,1.15,0.9,0.2625,12.757275,5.159609,2.45223175,3.685435,7.0
461,F,1.525,1.2,0.425,32.21920675,14.0897015,6.577084,8.3631025,10.0
462,M,1.6,1.3,0.4375,44.8772585,19.77377625,11.35397475,11.1980525,10.0
463,F,1.475,1.2,0.4125,32.89959475,14.7133905,6.123492,8.6465975,9.0
464,M,1.5875,1.2625,0.425,36.7693015,14.72756525,9.31281075,9.2135875,12.0
465,I,0.4,0.325,0.1125,0.49611625,0.21262125,0.18427175,0.1417475,5.0
466,F,1.575,1.2125,0.375,30.94347925,14.16057525,6.90310325,8.788345,11.0
467,M,1.4875,1.15,0.4125,30.51823675,12.643877,6.27941425,8.6465975,19.0
468,F,1.5125,1.175,0.4125,31.808139,14.911837,6.56290925,8.9300925,10.0
469,M,1.5375,1.1875,0.4125,27.08794725,11.0846545,5.5281525,8.3631025,12.0
470,F,1.5375,1.25,0.5125,38.55532,17.3215445,8.60407325,10.56018875,11.0
471,M,1.525,1.2125,0.5,35.62114675,12.48795475,8.391452,9.7805775,11.0
472,M,1.5,1.2,0.4375,33.849303,15.43630275,8.60407325,9.922325,10.0
473,M,1.3625,1.0625,0.3125,21.87163925,8.34892775,4.195726,5.5281525,9.0
474,F,1.3,1.025,0.4125,26.1098895,10.87203325,5.68407475,6.0951425,17.0
475,F,1.6125,1.2625,0.45,43.02036625,18.86659225,11.5949455,12.757275,12.0
476,M,1.55,1.2125,0.3875,36.7693015,17.690088,8.60407325,8.9300925,9.0
477,F,1.175,0.8875,0.3375,13.154168,5.91087075,3.86970675,4.3941725,8.0
478,F,1.35,1.05,0.3875,27.499015,9.3269855,4.479221,10.9145575,20.0
479,I,0.775,0.5875,0.175,3.6003865,1.360776,0.8788345,1.13398,6.0
480,I,0.675,0.55,0.1875,3.24601775,1.2757275,0.52446575,0.9922325,6.0
481,I,1.25,0.9375,0.35,17.78931125,7.087375,3.52951275,6.0951425,8.0
482,M,1.2875,1.0,0.3625,17.70426275,6.350288,3.72795925,6.23689,9.0
483,M,1.25,0.95,0.3375,15.5071765,5.953395,4.12485225,3.96893,11.0
484,F,1.25,0.9375,0.325,16.40018575,7.087375,3.231843,4.819415,11.0
485,F,1.4375,1.15,0.4125,29.18581025,12.0485375,6.406987,8.6465975,12.0
486,F,1.4,1.075,0.3875,22.55202725,10.41844125,5.82582225,6.23689,9.0
487,M,1.425,1.0875,0.3625,25.41532675,10.21999475,5.9250455,7.2291225,9.0
488,M,1.375,1.125,0.3875,28.8314415,11.3398,6.5487345,7.087375,12.0
489,M,1.5,1.1875,0.4,29.49765475,13.16834275,5.79747275,8.6465975,11.0
490,F,1.1625,0.9,0.3375,14.628342,5.71242425,3.30271675,4.1106775,6.0
491,F,1.525,1.1875,0.4375,34.8415355,15.1102835,8.901743,8.334753,11.0
492,M,1.2875,0.9875,0.325,18.75319425,9.31281075,4.3941725,4.5642695,8.0
493,M,1.2,0.9375,0.3125,15.932419,7.07320025,3.89805625,3.8271825,10.0
494,F,1.725,1.35,0.4375,38.22930075,15.97494325,7.257472,11.056305,11.0
495,I,1.3125,0.975,0.3125,15.74814725,6.84640425,3.04757125,4.819415,8.0
496,M,1.125,0.825,0.2875,12.51630425,4.9611625,2.14038725,4.9611625,9.0
497,I,1.1625,0.9,0.2875,15.35125425,7.35669525,2.608154,4.53592,8.0
498,F,1.55,1.2125,0.4125,29.8520235,12.7856245,6.7755305,8.50485,9.0
499,M,1.5875,1.2125,0.4,35.550273,16.48523425,8.7032965,8.9300925,11.0
500,I,0.825,0.65,0.2125,5.443104,2.05533875,1.54504775,1.984465,6.0
501,I,0.7,0.525,0.1625,2.8632995,1.17650425,0.623689,0.97805775,5.0
502,M,1.525,1.2125,0.375,28.8314415,10.375917,6.917278,7.7961125,12.0
503,I,0.4375,0.3125,0.1125,0.793786,0.26932025,0.226796,0.226796,4.0
504,M,1.175,0.9375,0.35,15.2803805,6.4920355,3.30271675,4.1106775,9.0
505,I,0.9375,0.7125,0.2,6.7188315,3.061746,1.11980525,2.26796,8.0
506,F,1.475,1.175,0.4375,34.65726375,15.80484625,7.66853975,9.7805775,12.0
507,M,1.25,1.0,0.3875,20.05727125,7.66853975,5.03203625,5.953395,10.0
508,F,1.5,1.2,0.4125,30.674159,11.8784405,6.066793,8.9300925,14.0
509,M,1.725,1.35,0.5125,43.0628905,17.463292,10.999606,12.190285,11.0
510,M,1.4,1.1,0.3375,22.12678475,8.88756825,5.14543425,6.95980225,9.0
511,I,0.95,0.75,0.2875,7.35669525,3.231843,1.09145575,2.4097075,6.0
512,F,1.425,1.1,0.35,30.71668325,15.46465225,6.5487345,7.087375,8.0
513,F,1.6375,1.3625,0.5,49.17220775,19.447757,9.1568885,15.025235,10.0
514,I,0.9125,0.675,0.2125,6.8889285,2.7499015,1.06310625,1.70097,6.0
515,I,0.8875,0.675,0.2125,6.30776375,3.01922175,1.37495075,1.5592225,6.0
516,M,1.5625,1.2125,0.4,34.26037075,15.30873,8.17883075,9.02931575,9.0
517,F,1.4375,1.15,0.3875,26.01066625,12.26115875,5.74077375,6.80388,9.0
518,M,1.475,1.125,0.3625,25.98231675,9.56795625,4.12485225,7.83863675,13.0
519,F,1.475,1.1375,0.4125,27.76833525,9.07184,5.5281525,9.07184,20.0
520,F,0.8125,0.5875,0.1875,3.005047,1.20485375,0.75126175,1.13398,6.0
521,M,1.6375,1.225,0.4125,38.00250475,18.24290325,9.241937,8.788345,8.0
522,M,1.325,1.075,0.2875,23.019794,8.77417025,4.706017,7.93786,10.0
523,F,1.3125,1.0,0.325,18.71067,7.9662095,4.01145425,4.9611625,13.0
524,F,1.325,1.05,0.325,20.25571775,8.561549,4.01145425,5.57067675,9.0
525,F,1.4375,1.125,0.3875,24.040376,11.09882925,4.94698775,6.520385,8.0
526,M,1.625,1.25,0.4125,37.77570875,19.391058,7.654365,10.9145575,11.0
527,I,0.5875,0.3875,0.1625,1.644271,0.510291,0.46776675,0.4252425,6.0
528,I,1.1,0.8875,0.3125,12.99824575,5.443104,2.551455,3.5436875,10.0
529,F,1.4375,1.175,0.4,31.56716825,10.6310625,6.76135575,9.07184,14.0
530,I,1.2625,0.9875,0.2875,16.4143605,7.3992195,3.061746,4.43669675,9.0
531,I,1.3125,0.975,0.3125,18.71067,9.015141,3.7137845,4.9611625,7.0
532,I,1.225,0.95,0.3125,14.2030995,6.81805475,2.721552,4.66349275,9.0
533,M,1.5625,1.25,0.4125,37.0527965,17.2081465,8.1363065,8.74582075,9.0
534,M,1.6,1.2375,0.475,50.2636635,19.26348525,9.99319875,11.1980525,13.0
535,F,1.5625,1.2,0.3875,30.94347925,13.380964,6.98815175,8.788345,9.0
536,M,1.3125,0.9875,0.3625,17.236496,7.10154975,4.2240755,4.8477645,8.0
537,I,1.075,0.85,0.275,10.716111,4.5075705,2.2396105,3.40194,8.0
538,I,1.25,0.925,0.35,17.349894,7.29999625,3.64291075,5.5281525,9.0
539,M,1.425,1.15,0.375,30.4190135,14.10387625,6.3786375,7.654365,10.0
540,M,1.5375,1.1875,0.4625,29.97959625,12.34620725,6.2652395,8.788345,10.0
541,M,1.5125,1.175,0.375,36.173962,16.726205,9.8939755,7.93786,11.0
542,M,1.35,1.0375,0.35,22.43862925,10.9712565,4.5075705,6.0951425,8.0
543,I,1.2125,0.9,0.3125,19.107563,9.42620875,4.5075705,5.839997,7.0
544,M,1.2125,0.95,0.3375,15.5071765,6.293589,3.288542,4.819415,9.0
545,I,0.9,0.675,0.225,5.0745605,2.3530085,1.1056305,1.5592225,7.0
546,I,1.175,0.9,0.2875,14.2030995,5.74077375,2.8066005,3.96893,8.0
547,F,1.5375,1.1875,0.4,31.18445,13.79203175,7.0023265,7.767763,10.0
548,I,1.1125,0.875,0.2625,12.99824575,5.443104,2.721552,3.685435,7.0
549,I,1.3,1.0125,0.3125,21.70154225,7.4559185,5.556502,7.37087,14.0
550,M,1.475,1.2125,0.375,28.19357775,12.020188,6.76135575,8.3631025,10.0
551,M,1.3875,1.025,0.35,21.58814425,9.87980075,4.60679375,5.20213325,10.0
552,M,1.45,1.125,0.4125,28.8314415,11.4248485,4.63514325,7.5126175,13.0
553,M,1.45,1.175,0.3875,26.43590875,11.623295,5.1879585,7.7961125,8.0
554,F,1.5125,1.2,0.4,29.9654215,13.4660125,7.427569,8.9300925,9.0
555,F,1.1125,0.8875,0.325,12.99824575,5.06038575,2.42388225,3.685435,12.0
556,M,1.2375,0.95,0.325,16.782904,7.9662095,3.27436725,4.762716,8.0
557,M,1.4,1.0625,0.35,20.638436,8.71747125,4.46504625,6.066793,9.0
558,M,1.525,1.175,0.4,29.540179,13.154168,6.633783,8.0796075,9.0
559,M,1.475,1.1625,0.425,28.3778495,12.48795475,6.2652395,8.50485,15.0
560,F,1.1125,0.825,0.275,11.850091,4.63514325,2.5231055,3.40194,10.0
561,I,1.6,1.2625,0.375,29.1149365,11.453198,5.74077375,10.19164525,11.0
562,I,1.1375,0.8625,0.2625,11.7083435,4.8477645,2.87747425,3.40194,7.0
563,I,1.225,0.95,0.3,17.7184375,8.6465975,4.53592,5.5281525,8.0
564,I,1.4625,1.125,0.3375,21.8007655,10.21999475,5.2446575,7.37087,8.0
565,F,1.6625,1.2875,0.4375,36.514156,17.179797,7.61184075,9.07184,11.0
566,F,1.5375,1.2,0.425,35.62114675,14.33067225,8.561549,9.7805775,12.0
567,I,1.0875,0.8125,0.275,12.68640125,5.159609,2.82077525,3.5436875,8.0
568,M,1.625,1.2875,0.4375,34.416293,16.3576615,6.747181,10.0640725,10.0
569,F,1.5125,1.15,0.375,28.22192725,12.00601325,6.25106475,7.087375,9.0
570,M,1.375,1.0625,0.375,22.75047375,9.96484925,4.53592,6.27941425,9.0
571,F,1.5625,1.2125,0.4375,34.9549335,15.1102835,8.0229085,9.2135875,13.0
572,F,1.2875,1.0125,0.3375,19.29183475,7.10154975,4.63514325,5.5281525,10.0
573,I,0.675,0.4875,0.1875,3.6003865,1.34660125,0.56699,0.850485,6.0
574,F,1.25,1.025,0.325,24.79163775,8.3064035,4.77689075,8.50485,15.0
575,I,1.0,0.775,0.25,8.63242275,3.345241,1.7293195,2.551455,6.0
576,F,1.5,1.1625,0.3875,26.15241375,11.41067375,5.74077375,7.83863675,8.0
577,M,1.45,1.1625,0.45,26.08154,10.5176645,6.22271525,7.93786,8.0
578,F,1.2625,0.9875,0.325,18.597272,7.01650125,3.86970675,5.6699,9.0
579,I,1.3375,1.0875,0.375,22.11261,9.48290775,4.46504625,6.6621325,8.0
580,M,1.5375,1.175,0.4375,31.808139,11.793392,7.0023265,10.9145575,14.0
581,I,1.1,0.825,0.25,10.432616,4.80524025,1.77184375,3.21766825,8.0
582,I,1.0625,0.8375,0.275,10.19164525,3.798833,2.33883375,3.38776525,7.0
583,F,1.3,1.0,0.3125,20.42581475,9.68135425,4.23825025,5.953395,9.0
584,M,1.175,0.8875,0.325,16.68368075,6.78970525,3.572037,5.2446575,10.0
585,M,1.6,1.275,0.3875,33.622507,14.16057525,6.76135575,8.391452,10.0
586,I,0.6875,0.55,0.2,3.86970675,1.3891255,0.80796075,1.13398,5.0
587,M,1.7,1.325,0.475,43.6298805,18.9091165,9.73805325,11.623295,11.0
588,I,1.1,0.825,0.25,10.41844125,4.86193925,2.50893075,3.40194,7.0
589,I,1.3125,1.0,0.3125,18.10115575,8.1930055,4.932813,5.5281525,9.0
590,I,0.725,0.5625,0.1875,4.309124,1.74349425,0.963883,1.020582,7.0
591,I,0.7875,0.575,0.1875,4.2807745,1.8427175,0.850485,1.2757275,6.0
592,F,1.5,1.2125,0.45,28.50542225,10.5176645,6.22271525,10.0640725,12.0
593,M,1.375,1.1,0.3875,25.7696955,10.5176645,5.6699,7.2291225,10.0
594,F,1.625,1.275,0.4375,41.23434775,17.0097,8.7032965,11.7650425,11.0
595,F,1.4625,1.125,0.3375,22.92057075,10.035723,5.11708475,6.520385,8.0
596,I,1.45,1.125,0.3375,24.6357155,10.149121,4.69184225,7.2291225,9.0
597,I,0.825,0.6625,0.225,5.6982495,2.19708625,0.9922325,1.757669,18.0
598,F,1.45,1.1375,0.375,30.06464475,13.05494475,7.41339425,8.50485,13.0
599,M,1.2375,0.975,0.3375,16.42853525,6.59125875,4.06815325,4.819415,10.0
600,F,1.325,1.0125,0.35,17.90270925,8.63242275,3.95475525,5.2446575,9.0
601,I,0.9375,0.725,0.25,7.95203475,3.458639,1.40330025,2.438057,7.0
602,F,1.6,1.2625,0.45,37.137845,16.62698175,7.52679225,9.2135875,11.0
603,M,1.675,1.2875,0.4125,35.13920525,15.80484625,8.66077225,9.7805775,11.0
604,M,1.3,1.05,0.375,22.2543575,7.15824875,5.2446575,7.7961125,16.0
605,F,1.425,1.1,0.4,28.19357775,10.942907,6.1518415,8.50485,11.0
606,I,0.6375,0.475,0.1125,2.438057,1.13398,0.52446575,0.7087375,5.0
607,F,1.5875,1.3,0.475,42.807745,17.81766075,8.60407325,14.5999925,12.0
608,M,1.425,1.1375,0.325,29.7386255,14.67086625,6.5487345,7.087375,8.0
609,M,1.6,1.2875,0.4125,39.8877465,15.06775925,8.448151,11.623295,11.0
610,F,1.5375,1.2,0.4,34.9549335,16.5844575,7.4559185,8.9300925,9.0
611,M,1.45,1.1375,0.4125,27.555714,12.94154675,6.78970525,7.654365,8.0
612,I,1.25,0.925,0.3,15.4504775,7.55514175,3.231843,4.1106775,7.0
613,F,1.3875,1.0875,0.4125,31.0427025,11.679994,6.80388,10.3475675,15.0
614,I,0.75,0.575,0.2,4.025629,1.70097,0.80796075,1.23320325,5.0
615,M,1.45,1.1125,0.375,24.777463,13.1258185,5.273007,7.654365,9.0
616,M,1.5375,1.1875,0.4,28.91649,13.87708025,6.08096775,8.221355,9.0
617,I,0.9,0.675,0.2375,6.30776375,2.6365035,1.34660125,1.984465,6.0
618,F,1.8,1.4375,0.5,52.29065275,25.78387025,12.47378,13.834556,12.0
619,M,1.5,1.2125,0.4,28.05183025,12.0485375,7.66853975,7.5126175,12.0
620,F,1.525,1.175,0.4125,28.64716975,12.3320325,7.7394135,7.654365,10.0
621,M,1.4875,1.1375,0.35,27.0170735,11.0846545,4.63514325,7.314171,10.0
622,I,1.3,1.025,0.375,19.66037825,8.09378225,4.32329875,5.6699,9.0
623,I,0.85,0.65,0.225,5.31553125,2.2963095,1.3891255,1.5592225,7.0
624,F,1.575,1.2875,0.475,32.36095425,11.736693,7.824462,11.3398,16.0
625,F,1.275,1.0,0.3125,20.638436,7.711064,4.12485225,5.386405,10.0
626,I,0.775,0.5875,0.075,4.09650275,1.91359125,0.9355335,1.2757275,6.0
627,M,1.3,0.9875,0.35,16.68368075,8.1930055,3.07592075,4.9611625,8.0
628,F,1.1875,0.925,0.3125,15.87572,7.78193775,3.798833,4.3941725,9.0
